"module name","license","repository"
"@babel/code-frame@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-code-frame"
"@babel/helper-module-imports@7.8.3","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-module-imports"
"@babel/helper-validator-identifier@7.9.5","MIT","https://github.com/babel/babel/tree/master/packages/babel-helper-validator-identifier"
"@babel/highlight@7.9.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-highlight"
"@babel/runtime@7.9.6","MIT","https://github.com/babel/babel"
"@babel/types@7.9.5","MIT","https://github.com/babel/babel/tree/master/packages/babel-types"
"@emotion/cache@10.0.29","MIT","https://github.com/emotion-js/emotion/tree/master/packages/cache"
"@emotion/core@10.0.35","MIT","https://github.com/emotion-js/emotion/tree/master/packages/core"
"@emotion/css@10.0.27","MIT","https://github.com/emotion-js/emotion/tree/master/packages/css"
"@emotion/hash@0.8.0","MIT","https://github.com/emotion-js/emotion/tree/master/packages/hash"
"@emotion/is-prop-valid@0.8.8","MIT","https://github.com/emotion-js/emotion/tree/master/packages/is-prop-valid"
"@emotion/memoize@0.7.4","MIT","https://github.com/emotion-js/emotion/tree/master/packages/memoize"
"@emotion/serialize@0.11.16","MIT","https://github.com/emotion-js/emotion/tree/master/packages/serialize"
"@emotion/sheet@0.9.4","MIT","https://github.com/emotion-js/emotion/tree/master/packages/sheet"
"@emotion/stylis@0.8.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/stylis"
"@emotion/unitless@0.7.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/unitless"
"@emotion/utils@0.11.3","MIT","https://github.com/emotion-js/emotion/tree/master/packages/serialize"
"@emotion/weak-memoize@0.2.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/weak-memoize"
"@jest/types@24.9.0","MIT","https://github.com/facebook/jest"
"@types/cheerio@0.22.17","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/core-js@2.5.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-path@1.0.9","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/d3-shape@1.3.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/enzyme-adapter-react-16@1.0.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/enzyme@3.10.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-coverage@2.0.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-lib-report@3.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/istanbul-reports@1.1.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/jest@24.9.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash.throttle@4.1.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/lodash@4.14.157","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@13.11.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/parse-json@4.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-dom@16.9.13","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-input-autosize@2.2.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-text-mask@5.4.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@16.14.6","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/recharts@1.8.16","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/regenerator-runtime@0.13.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/scheduler@0.16.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs-parser@15.0.0","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/yargs@13.0.8","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@virtuoso.dev/react-urx@0.2.6","MIT",""
"@virtuoso.dev/urx@0.2.6","MIT",""
"add-dom-event-listener@1.1.0","MIT","https://github.com/yiminghe/add-dom-event-listener"
"ansi-regex@4.1.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"babel-plugin-emotion@10.0.33","MIT","https://github.com/emotion-js/emotion/tree/master/packages/babel-plugin-emotion"
"babel-plugin-macros@2.8.0","MIT","https://github.com/kentcdodds/babel-plugin-macros"
"babel-plugin-syntax-jsx@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx"
"babel-runtime@6.26.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-runtime"
"balanced-match@0.4.2","MIT","https://github.com/juliangruber/balanced-match"
"balanced-match@1.0.0","MIT","https://github.com/juliangruber/balanced-match"
"big.js@5.2.2","MIT","https://github.com/MikeMcl/big.js"
"callsites@3.1.0","MIT","https://github.com/sindresorhus/callsites"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"classnames@2.2.6","MIT","https://github.com/JedWatson/classnames"
"color-convert@1.9.3","MIT","https://github.com/Qix-/color-convert"
"color-name@1.1.3","MIT","https://github.com/dfcreative/color-name"
"component-classes@1.2.6","MIT","https://github.com/component/classes"
"component-indexof@0.0.3","MIT*","https://github.com/component/indexof"
"convert-source-map@1.7.0","MIT","https://github.com/thlorenz/convert-source-map"
"core-js@2.6.11","MIT","https://github.com/zloirock/core-js"
"core-js@3.12.1","MIT","https://github.com/zloirock/core-js"
"cosmiconfig@6.0.0","MIT","https://github.com/davidtheclark/cosmiconfig"
"cross-env@6.0.3","MIT","https://github.com/kentcdodds/cross-env"
"cross-spawn@7.0.2","MIT","https://github.com/moxystudio/node-cross-spawn"
"css-animation@1.6.1","MIT","https://github.com/yiminghe/css-animation"
"csstype@2.6.10","MIT","https://github.com/frenic/csstype"
"csstype@3.0.3","MIT","https://github.com/frenic/csstype"
"csstype@3.0.8","MIT","https://github.com/frenic/csstype"
"d3-array@1.2.4","BSD-3-Clause","https://github.com/d3/d3-array"
"d3-collection@1.0.7","BSD-3-Clause","https://github.com/d3/d3-collection"
"d3-color@1.4.1","BSD-3-Clause","https://github.com/d3/d3-color"
"d3-format@1.4.5","BSD-3-Clause","https://github.com/d3/d3-format"
"d3-interpolate@1.4.0","BSD-3-Clause","https://github.com/d3/d3-interpolate"
"d3-path@1.0.9","BSD-3-Clause","https://github.com/d3/d3-path"
"d3-scale@2.2.2","BSD-3-Clause","https://github.com/d3/d3-scale"
"d3-shape@1.3.7","BSD-3-Clause","https://github.com/d3/d3-shape"
"d3-time-format@2.3.0","BSD-3-Clause","https://github.com/d3/d3-time-format"
"d3-time@1.1.0","BSD-3-Clause","https://github.com/d3/d3-time"
"decimal.js-light@2.5.1","MIT","https://github.com/MikeMcl/decimal.js-light"
"decode-uri-component@0.2.0","MIT","https://github.com/SamVerschueren/decode-uri-component"
"diff-sequences@24.9.0","MIT","https://github.com/facebook/jest"
"dom-align@1.12.0","MIT","https://github.com/yiminghe/dom-align"
"dom-helpers@3.4.0","MIT","https://github.com/jquense/dom-helpers"
"dom-helpers@5.2.0","MIT","https://github.com/react-bootstrap/dom-helpers"
"dom-walk@0.1.2","MIT","https://github.com/Raynos/dom-walk"
"emojis-list@3.0.0","MIT","https://github.com/kikobeats/emojis-list"
"error-ex@1.3.2","MIT","https://github.com/qix-/node-error-ex"
"escape-string-regexp@1.0.5","MIT","https://github.com/sindresorhus/escape-string-regexp"
"fast-levenshtein@2.0.6","MIT","https://github.com/hiddentao/fast-levenshtein"
"fetch-intercept@2.3.1","MIT","https://github.com/werk85/fetch-intercept"
"filter-obj@1.1.0","MIT","https://github.com/sindresorhus/filter-obj"
"find-root@1.1.0","MIT","https://github.com/js-n/find-root"
"framer-motion@3.10.6","MIT","https://github.com/framer/motion"
"framesync@5.2.0","MIT","https://github.com/Popmotion/popmotion"
"global@4.4.0","MIT","https://github.com/Raynos/global"
"has-flag@3.0.0","MIT","https://github.com/sindresorhus/has-flag"
"hey-listen@1.0.8","MIT","https://github.com/Popmotion/hey-listen"
"hoist-non-react-statics@3.3.2","BSD-3-Clause","https://github.com/mridgway/hoist-non-react-statics"
"idb@6.1.2","ISC","https://github.com/jakearchibald/idb"
"import-fresh@3.2.1","MIT","https://github.com/sindresorhus/import-fresh"
"is-arrayish@0.2.1","MIT","https://github.com/qix-/node-is-arrayish"
"isexe@2.0.0","ISC","https://github.com/isaacs/isexe"
"jest-diff@24.9.0","MIT","https://github.com/facebook/jest"
"jest-get-type@24.9.0","MIT","https://github.com/facebook/jest"
"js-tokens@4.0.0","MIT","https://github.com/lydell/js-tokens"
"json-parse-even-better-errors@2.3.1","MIT","https://github.com/npm/json-parse-even-better-errors"
"json5@1.0.1","MIT","https://github.com/json5/json5"
"lines-and-columns@1.1.6","MIT","https://github.com/eventualbuddha/lines-and-columns"
"loader-utils@1.4.0","MIT","https://github.com/webpack/loader-utils"
"lodash.debounce@4.0.8","MIT","https://github.com/lodash/lodash"
"lodash.isequal@4.5.0","MIT","https://github.com/lodash/lodash"
"lodash.throttle@4.1.1","MIT","https://github.com/lodash/lodash"
"lodash@4.17.15","MIT","https://github.com/lodash/lodash"
"loose-envify@1.4.0","MIT","https://github.com/zertosh/loose-envify"
"math-expression-evaluator@1.3.3","MIT","https://github.com/redhivesoftware/math-expression-evaluator"
"min-document@2.19.0","MIT","https://github.com/Raynos/min-document"
"minimist@1.2.5","MIT","https://github.com/substack/minimist"
"mobx-react-lite@1.5.2","MIT","https://github.com/mobxjs/mobx-react-lite"
"mobx@5.15.4","MIT","https://github.com/mobxjs/mobx"
"moment@2.27.0","MIT","https://github.com/moment/moment"
"nanoid@3.1.23","MIT","https://github.com/ai/nanoid"
"object-assign@4.1.1","MIT","https://github.com/sindresorhus/object-assign"
"parent-module@1.0.1","MIT","https://github.com/sindresorhus/parent-module"
"parse-json@5.1.0","MIT","https://github.com/sindresorhus/parse-json"
"path-key@3.1.1","MIT","https://github.com/sindresorhus/path-key"
"path-parse@1.0.6","MIT","https://github.com/jbgutierrez/path-parse"
"path-type@4.0.0","MIT","https://github.com/sindresorhus/path-type"
"performance-now@2.1.0","MIT","https://github.com/braveg1rl/performance-now"
"popmotion@9.3.1","MIT","https://github.com/Popmotion/popmotion/tree/master/packages/popmotion"
"pretty-format@24.9.0","MIT","https://github.com/facebook/jest"
"process@0.11.10","MIT","https://github.com/shtylman/node-process"
"promise@8.1.0","MIT","https://github.com/then/promise"
"prop-types@15.7.2","MIT","https://github.com/facebook/prop-types"
"query-string@7.0.1","MIT","https://github.com/sindresorhus/query-string"
"raf@3.4.1","MIT","https://github.com/chrisdickinson/raf"
"rc-align@2.4.5","MIT","https://github.com/react-component/align"
"rc-animate@2.11.1","MIT","https://github.com/react-component/animate"
"rc-calendar@9.15.11","MIT","https://github.com/react-component/calendar"
"rc-trigger@2.6.5","MIT","https://github.com/react-component/trigger"
"rc-util@4.21.1","MIT","https://github.com/react-component/util"
"react-app-polyfill@1.0.6","MIT","https://github.com/facebook/create-react-app"
"react-dom@16.13.1","MIT","https://github.com/facebook/react"
"react-hot-loader@4.12.21","MIT","https://github.com/gaearon/react-hot-loader"
"react-hotkeys@2.0.0","ISC","https://github.com/greena13/react-hotkeys"
"react-input-autosize@3.0.0","MIT","https://github.com/JedWatson/react-input-autosize"
"react-is@16.13.1","MIT","https://github.com/facebook/react"
"react-lifecycles-compat@3.0.4","MIT","https://github.com/reactjs/react-lifecycles-compat"
"react-resize-detector@2.3.0","MIT","https://github.com/maslianok/react-resize-detector"
"react-smooth@1.0.5","MIT","https://github.com/recharts/react-smooth"
"react-text-mask@5.4.3","Unlicense","https://github.com/text-mask/text-mask"
"react-timeago@4.4.0","MIT","https://github.com/naman34/react-timeago"
"react-toast-notifications@2.4.0","MIT","https://github.com/jossmac/react-toast-notifications"
"react-transition-group@2.9.0","BSD-3-Clause","https://github.com/reactjs/react-transition-group"
"react-transition-group@4.4.1","BSD-3-Clause","https://github.com/reactjs/react-transition-group"
"react-virtuoso@1.8.6","MIT","https://github.com/petyosi/react-virtuoso"
"react@16.13.1","MIT","https://github.com/facebook/react"
"recharts-scale@0.4.3","MIT","https://github.com/recharts/recharts-scale"
"recharts@1.8.5","MIT","https://github.com/recharts/recharts"
"reduce-css-calc@1.3.0","MIT","https://github.com/MoOx/reduce-css-calc"
"reduce-function-call@1.0.3","MIT","https://github.com/MoOx/reduce-function-call"
"regenerator-runtime@0.11.1","MIT","https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime"
"regenerator-runtime@0.13.5","MIT","https://github.com/facebook/regenerator/tree/master/packages/regenerator-runtime"
"resize-observer-polyfill@1.5.1","MIT","https://github.com/que-etc/resize-observer-polyfill"
"resolve-from@4.0.0","MIT","https://github.com/sindresorhus/resolve-from"
"resolve@1.15.1","MIT","https://github.com/browserify/resolve"
"safe-buffer@5.1.2","MIT","https://github.com/feross/safe-buffer"
"scheduler@0.19.1","MIT","https://github.com/facebook/react"
"setimmediate@1.0.5","MIT","https://github.com/YuzuJS/setImmediate"
"shallowequal@1.1.0","MIT","https://github.com/dashed/shallowequal"
"shebang-command@2.0.0","MIT","https://github.com/kevva/shebang-command"
"shebang-regex@3.0.0","MIT","https://github.com/sindresorhus/shebang-regex"
"source-map@0.5.7","BSD-3-Clause","https://github.com/mozilla/source-map"
"source-map@0.7.3","BSD-3-Clause","https://github.com/mozilla/source-map"
"split-on-first@1.1.0","MIT","https://github.com/sindresorhus/split-on-first"
"strict-uri-encode@2.0.0","MIT","https://github.com/kevva/strict-uri-encode"
"style-value-types@4.1.1","MIT","https://github.com/Popmotion/popmotion/tree/master/packages/style-value-types"
"supports-color@5.5.0","MIT","https://github.com/chalk/supports-color"
"th2-rpt-viewer@3.1.72","UNLICENSED",""
"to-fast-properties@2.0.0","MIT","https://github.com/sindresorhus/to-fast-properties"
"tslib@1.11.1","Apache-2.0","https://github.com/Microsoft/tslib"
"use-resize-observer@6.1.0","MIT","https://github.com/ZeeCoder/use-resize-observer"
"whatwg-fetch@3.4.1","MIT","https://github.com/github/fetch"
"which@2.0.2","ISC","https://github.com/isaacs/node-which"
"yaml@1.10.0","ISC","https://github.com/eemeli/yaml"